Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
José Alvarado,PHI,Jose Alvarado (PHI),0,0,0,0,0,2,22,6,82,1.25,3.08,160.8,112,203,0,0,0,0,0,0,0,0,1
Cole Irvin,BAL,Cole Irvin (BAL),0,0,0,0,0,4,0,1,68,1.27,4.39,358.03,281,360,0,0,0,0,0,0,0,0,1
Andrés Muñoz,SEA,Andres Munoz (SEA),0,0,0,0,0,2,27,4,72,1.13,2.95,77.38,51,103,0,0,0,0,0,0,0,0,1
Pete Fairbanks,TBR,Pete Fairbanks (TBR),0,0,0,0,0,2,30,3,72,1.13,3.11,88.74,67,120,0,0,0,0,0,0,0,0,1
Ryan Helsley,STL,Ryan Helsley (STL),0,0,0,0,0,2,30,4,76,1.15,3.23,99.07,74,126,0,0,0,0,0,0,0,0,1
Sixto Sánchez,MIA,Sixto Sanchez (MIA),0,0,0,0,0,2,0,9,45,1.11,3.26,360.96,354,354,0,0,0,0,0,0,0,0,1
Randy Vásquez,SDP,Randy Vasquez (SDP),0,0,0,0,0,4,0,1,68,1.31,4.27,360.87,338,338,0,0,0,0,0,0,0,0,1
Javier Assad,CHC,Javier Assad (CHC),0,0,0,0,0,4,0,1,77,1.4,4.74,360.59,296,353,0,0,0,0,0,0,0,0,1
Emmet Sheehan,LAD,Emmet Sheehan (LAD),0,0,0,0,0,5,0,1,79,1.24,4.15,338.17,224,360,0,0,0,0,0,0,0,0,1
Clayton Kershaw,LAD,Clayton Kershaw (LAD),0,0,0,0,0,4,0,0,50,1.16,3.77,359.12,282,358,0,0,0,0,0,0,0,0,1
Camilo Doval,SFG,Camilo Doval (SFG),0,0,0,0,0,3,36,2,74,1.24,3.26,61.23,42,81,0,0,0,0,0,0,0,0,1
Matt Strahm,PHI,Matt Strahm (PHI),0,0,0,0,0,3,2,12,77,1.11,3.59,358.9,246,360,0,0,0,0,0,0,0,0,1
Ryne Nelson,ARI,Ryne Nelson (ARI),0,0,0,0,0,7,0,1,88,1.38,5.18,353.9,277,360,0,0,0,0,0,0,0,0,1
Tanner Scott,MIA,Tanner Scott (MIA),0,0,0,0,0,3,27,4,85,1.32,3.45,118.21,84,186,0,0,0,0,0,0,0,0,1
Casey Mize,DET,Casey Mize (DET),0,0,0,0,0,6,0,0,70,1.35,4.85,326.04,203,360,0,0,0,0,0,0,0,0,1
Tylor Megill,NYM,Tylor Megill (NYM),0,0,0,0,0,6,0,1,90,1.41,4.94,346.44,260,359,0,0,0,0,0,0,0,0,1
Bryce Elder,ATL,Bryce Elder (ATL),0,0,0,0,0,6,0,1,68,1.34,4.5,359.45,296,356,0,0,0,0,0,0,0,0,1
Aroldis Chapman,PIT,Aroldis Chapman (PIT),0,0,0,0,0,2,5,11,84,1.28,3.29,335.82,256,358,0,0,0,0,0,0,0,0,1
Brusdar Graterol,LAD,Brusdar Graterol (LAD),0,0,0,0,0,3,8,10,41,1.1,3,360.27,292,360,0,0,0,0,0,0,0,0,1
Raisel Iglesias,ATL,Raisel Iglesias (ATL),0,0,0,0,0,2,31,3,69,1.1,3.6,67.15,49,84,0,0,0,0,0,0,0,0,1
Woo-Suk Go,SDP,Woo-Suk Go (SDP),0,0,0,0,0,2,0,0,62,1.11,3.03,360.93,349,349,0,0,0,0,0,0,0,0,1
Nick Martinez,CIN,Nick Martinez (CIN),0,0,0,0,0,6,0,1,108,1.43,5.1,357.16,310,358,0,0,0,0,0,0,0,0,1
Josh Hader,HOU,Josh Hader (HOU),0,0,0,0,0,3,31,2,84,1.11,3.27,48.04,18,68,0,0,0,0,0,0,0,0,1
Andrew Nardi,MIA,Andrew Nardi (MIA),0,0,0,0,0,3,2,12,78,1.21,3.57,358.26,235,359,0,0,0,0,0,0,0,0,1
Joe Kelly,LAD,Joe Kelly (LAD),0,0,0,0,0,3,3,12,67,1.23,3.16,360.65,322,353,0,0,0,0,0,0,0,0,1
Jacob deGrom,TEX,Jacob deGrom (TEX),0,0,0,0,0,2,0,0,37,0.95,2.99,356.6,100,360,0,0,0,0,0,0,0,0,1
Matt Brash,SEA,Matt Brash (SEA),0,0,0,0,0,2,3,12,66,1.21,3.16,358.31,287,360,0,0,0,0,0,0,0,0,1
Ryan Pressly,HOU,Ryan Pressly (HOU),0,0,0,0,0,2,3,13,67,1.16,3.49,325.72,108,360,0,0,0,0,0,0,0,0,1
Bryan Abreu,HOU,Bryan Abreu (HOU),0,0,0,0,0,2,2,16,83,1.27,3.49,357.59,300,358,0,0,0,0,0,0,0,0,1
Sawyer Gipson-Long,DET,Sawyer Gipson-Long (DET),0,0,0,0,0,3,0,1,68,1.28,4.52,360.39,313,358,0,0,0,0,0,0,0,0,1
Jhoan Duran,MIN,Jhoan Duran (MIN),0,0,0,0,0,1,25,3,53,1.15,3.01,98.89,37,210,0,0,0,0,0,0,0,0,1
Jason Adam,TBR,Jason Adam (TBR),0,0,0,0,0,2,3,12,67,1.11,3.55,328.23,216,360,0,0,0,0,0,0,0,0,1
Evan Phillips,LAD,Evan Phillips (LAD),0,0,0,0,0,3,30,5,69,1.17,3.75,79.22,51,114,0,0,0,0,0,0,0,0,1
José Urquidy,HOU,Jose Urquidy (HOU),0,0,0,0,0,4,0,1,61,1.28,4.75,360.16,319,352,0,0,0,0,0,0,0,0,1
Paul Sewald,ARI,Paul Sewald (ARI),0,0,0,0,0,2,26,4,72,1.19,3.91,122.14,61,344,0,0,0,0,0,0,0,0,1
Joel Payamps,MIL,Joel Payamps (MIL),0,0,0,0,0,2,4,14,63,1.21,3.95,290.26,181,360,0,0,0,0,0,0,0,0,1
Kevin Ginkel,ARI,Kevin Ginkel (ARI),0,0,0,0,0,2,9,10,68,1.27,3.8,321.07,149,355,0,0,0,0,0,0,0,0,1
Chad Green,TOR,Chad Green (TOR),0,0,0,0,0,2,1,13,61,1.1,3.77,360.27,322,358,0,0,0,0,0,0,0,0,1
